Tweet,Date,Sentiment_Vader,Sentiment_Blob
APPLE  Fibonacci Technicals Levels  LAST  Intraday  Update  AAPL aapl,2021-09-09,0.0,0.0
WearableDevices To Consumers  Youre Putting Me On  IBDNews via   aapl nke grmn amba invn,2021-09-10,0.0,0.0
APPLE Intraday Comments  LAST Update  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2021-09-10,0.0,0.0
 IOS8 is still shit,2021-09-10,-0.5574,-0.2
   Thanks Ill keep it in mind Tho Ive lately been so unhappy with everything  that Im moving away from them,2021-09-10,-0.5448,-0.3
Apple Facing A Challenge From Googles Android  Apple Inc AAPL  Seeking Alpha,2021-09-11,0.0772,0.0
   I have a Windows lappy which works well and was half the price of the alternative,2021-09-11,0.2732,-0.16666666666666666
AAPL has 6 analyst ratings in the last 7 days and 100 are positive Median target 135 16 upside View AAPL,2021-09-11,0.5574,0.11363636363636363
AppleDec 5 Trading Daily Profit 157sh  Weekly Profits of 1836sh  aapl Stockaction trading Stocks MKt,2021-09-12,0.7003,0.0
 Apple ID should ALWAYS b able to b set up wout cred cardPayPalgift card attach to it Youll still get your  if they buy fail,2021-09-12,-0.5423,0.0
   Yeh was thinking of doing exactly that Just wanna install decent unix on ok hardware amp live happily everafter,2021-09-12,0.7003,0.3706060606060606
Security firm  have issued their not very cheery 2015 predictions  and say  Pay to attract attacks,2021-09-12,-0.3697,-0.2346153846153846
There needs to be an emoji with war paintfootball make up on   for fangirls everywhere,2021-09-13,-0.5994,0.0
   Its what most of our devs do,2021-09-13,0.0,0.5
AAPL12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday httptcoQSxQQPAg2q,2021-09-13,0.4019,0.1
UBS Increases  Apples iPhone6 Sales Revenue And EPS Friday 5 December,2021-09-14,0.0,0.0
 why dont we have harry potter emojis please work on this ,2021-09-14,0.3182,0.0
 admits deleting rival music store tracks from iPods  Apple ,2021-09-14,0.296,0.0
Is it just me who feels Yosemite eats more battery amp Resource than Mavericks   are you reading this,2021-09-14,0.0,0.5
BLOCK TRADE detected in AAPL,2021-09-15,-0.5622,0.0
 u used to b cool what happened,2021-09-15,0.3182,0.35
IT amp marketing systems  cause headaches as card holders with  Pay are being opted in for promotions without permission,2021-09-15,-0.1027,0.0
 founder  attacks  boss  over ridiculous comments about ads,2021-09-16,-0.6597,-0.3333333333333333
Jamelia Dude  is all over the marketing for beats They have a great marketing team at apple,2021-09-16,0.6249,0.8
Foreign Currency Exchange May Be A Headwind For Apple AAPL AAPL,2021-09-16,0.0,-0.125
  Wireless Family Share plan one line upgrade just killed my discount Not sure it was mentioned on  preorder page,2021-09-16,-0.6442,-0.225
AAPL  Proud to be part of HourofCode next week Events at Apple retail stores around the world,2021-09-17,0.4767,0.4
 Love the  is supporting HourOfCode with workshops ,2021-09-17,0.7964,0.375
 Love the  is supporting HourOfCode with workshops ,2021-09-17,0.7964,0.375
itunes is awful amp is ruining my life fix your shit ,2021-09-18,-0.8225,-0.6
Buyers Guide Deals on MacBook Air Retina MacBook Pro iPads Apple Accessories and More Mac Blog AAPL,2021-09-18,0.0,0.5
Forget  Apples iPhone and  Samsungs Galaxy the humble flip phone is back Frid,2021-09-18,-0.2263,-0.1
Apple Inc price at close December 05 2014 is 1149801 apple AAPL,2021-09-18,0.0,0.0
AAPLWhy cant Apple meet demand for the iPhone 6httptco200wqsCPaG,2021-09-19,0.0951,0.0
had soo many iPhones and never had a problem smashed 2 screens in 3 months with this 6  u can suck my balls,2021-09-19,-0.1635,0.5
Will Apple Pay Consumers 1 Billion For Deleting Their Music AAPL,2021-09-19,-0.1027,0.0
 had soo many iPhones and never had a problem smashed 2 screens in 3 months with this 6  u can suck my balls,2021-09-19,-0.1635,0.5
Is there ever going to be a moment yall are going to fix the battery Mine goes from 100 to 22 in an hour ,2021-09-20,0.0,0.0
The power of  s strong branding and store design in one photo via   Article,2021-09-20,0.5106,0.43333333333333335
Sorry  but I will be taking my smartphone talents over to  The iphone 6 is more reliable amp is better for everyday usage,2021-09-20,0.8271,0.075
Why cant  Apple meet demand for the iPhone6 Friday 5 December,2021-09-21,0.0951,0.0
So Which PromoProduct suppliers carry brandable  compliant adapters HeadsAreGoingToRoll,2021-09-21,0.0,0.0
Early Apple Employee Bill Fernandez Shares Details on Steve Jobs Creation of the Apple II and More AAPL,2021-09-21,0.5106,0.3
 So Which PromoProduct suppliers carry brandable  compliant adapters HeadsAreGoingToRoll,2021-09-21,0.0,0.0
" Maps where is the FAUSTADIUM  
 fau bocaraton floridaatlantic floridaa",2021-09-22,0.0,0.0
Paid 20 for a new 5 charger and couldnt  b more pissed about it this is rape ,2021-09-22,-0.2767,0.3181818181818182
 my wifi is on amp working on everything else but my ipad im so pissed TWO DAYS its been like this GET IT TOGETHER Apple,2021-09-22,-0.743,0.0
  It will be interesting to watch howif this is resolved,2021-09-23,0.5267,0.5
   Integrity cures most evils MFi in this case will too,2021-09-23,-0.3384,0.5
  Agreed,2021-09-23,0.2732,0.0
AAPLPale hoarse Steve Jobs defends Apple in videotaped deposition in iPodhttptcoSNmpSx4TDo,2021-09-23,0.0,0.0
OR  OR  I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,2021-09-24,-0.8039,-0.8
Why cant Apple meet demand for the iPhone 6 AAPL,2021-09-24,0.0951,0.0
Wow s 40B valuation would rank it No 11 in Silicon Valley behind the likes of  ,2021-09-24,0.6597,-0.3666666666666667
 Love the  is supporting HourOfCode with workshops ,2021-09-25,0.7964,0.375
Dear  bring my phone quicker,2021-09-25,0.3818,0.0
IE Chrome and Firefox all now have public feature roadmapscome on  Safari  Feel free to fork,2021-09-25,0.5106,0.2
morning or should I say evening now that  replaced my crimped cord,2021-09-25,0.0,0.0
 yeah seriously why doesnt  have one  Good developer relations I think to have one,2021-09-26,-0.2278,0.18333333333333332
Apple Facing A Challenge From Googles Android AAPL,2021-09-26,0.0772,0.0
My  autocorrect changes Muslim to awesome and Im okay with that,2021-09-26,0.7184,0.75
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-09-27,0.7184,0.75
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-09-27,0.7184,0.75
jdelaneyxo beta testing the newest  product The iSee,2021-09-27,0.0,0.0
hey  my 5s keeps glitching ,2021-09-27,0.0,0.0
Apple Antitrust Case Hangs in the Balance   antitrust wow ipod,2021-09-28,0.5859,0.1
Why   and  have their own programming languages  code analysis web tech nerdup,2021-09-28,0.0,0.6
Hey  every time you update iTunes you make it worse And worse DontUpdateiTunes,2021-09-28,-0.7351,-0.4
bumgarner  I mean it didnt auto correct so who is really at fault here ,2021-09-29,-0.4549,-0.056249999999999994
 bumgarner  fight fight fight,2021-09-29,-0.7783,0.0
   apple Im gonna sue you for thatb,2021-09-29,0.0,0.0
12 Gift Ideas For The Apple Lover Who Has Everything  technology,2021-09-29,0.7717,0.0
Every time I change keyboards this come up Like wtf  get your shit together,2021-09-30,-0.7096,-0.35
AAPLTaser CEO Sees Federal Funding Tripling Body Camera BusinesshttptcoIxDidngk4g,2021-09-30,0.0,0.0
Things are happening ,2021-09-30,0.0,0.0
BREAKING NYC EricGarnet protestors occupy  story in NY ICantBreath 11x  LIVE Z,2021-09-30,0.0,0.13636363636363635
 Apples IPhone6Plus captures Christmas at the White House Friday 5 December,2021-10-01,0.0,0.0
45 min silence MikeBrown NYC protesters  store EricGarner ICantBreathe BlackLivesMatter,2021-10-01,-0.2263,0.0
Steve Jobs Deposition Video Shown in Ongoing iPod ClassAction Lawsuit AAPL,2021-10-01,-0.2263,0.0
AAPLApple Could Face iPhone 6 Shortages Next Yearhttptco0rgAJF8TPX,2021-10-02,-0.1531,0.0
 last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one I DIDNT DESERVE THIS,2021-10-02,0.1901,0.0
Mark my words  wild do away with the iPhone 5c and bring back the 4 iPhone The 5s is the ultimate form factor Welcome iPhone mini,2021-10-02,0.4588,0.225
iPhone6c release date rumours and leaked images  Apple said to be working  Friday 5 Decem,2021-10-02,-0.3182,0.0
NYC EricGarner protesters stage Die In  store LIVE Z BlackLivesMatters ShutItDown,2021-10-03,-0.7003,0.13636363636363635
The best link of the day on  Tech  CEO Mark Zuckerberg goes after cook    AppAdvice,2021-10-03,0.6369,1.0
 superstoked about the new Only One update Was hoping  would get to it today Ah well Great game Great job,2021-10-03,0.9201,0.2672727272727273
 streaming now from  NYC 5th Ave store icantbreathe EricGarner Ferguson thisstopstoday,2021-10-04,0.0,0.0
  ok duly noted,2021-10-04,0.296,0.5
 Paid 20 for a new 5 charger and couldnt  b more pissed about it this is rape ,2021-10-04,-0.2767,0.3181818181818182
mkt Final AAPL PutCallRatios for Friday December 5 2014,2021-10-04,0.0,0.0
Final AAPL PutCallRatios for Friday December 5 2014 via Hamzei  ,2021-10-05,0.0,0.0
 why isnt the WWA movie on iTunes,2021-10-05,0.0,0.0
Protesters in the  store pretty much sums it up Its like a gravitational pull Shocked it took this long Next stop STARBUCKS,2021-10-05,0.0772,-0.059999999999999984
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-06,0.0,0.0
" hey  why is my phone dying when its on the charger 
ur stuff sucks",2021-10-06,-0.3612,-0.3
"  
If Starbucks shuts down anon is decimated",2021-10-06,0.0,-0.15555555555555556
"   
If Starbucks shuts down anon is decimated",2021-10-06,0.0,-0.15555555555555556
I have to be honest My once great fanaticism for  is turning into an equally great dislike,2021-10-07,0.872,0.7333333333333334
 I really do know my mouse batteries havent inceased in charge since the last time my mac told me they were low,2021-10-07,-0.2732,0.06666666666666667
chrome needs a fucking update ASAP Why do  and  play this stupid back n forth shit over software letmecreate,2021-10-07,-0.7351,-0.39999999999999997
My phone died at 8 why would you let this happen ,2021-10-08,-0.5574,0.0
dang this phone fuckin sucks fuck you  piece of shit iPhone man yall disappoint me,2021-10-08,-0.9165,-0.3
Safari just crashed on me and I didnt have any tabs open wtf ,2021-10-08,-0.5859,-0.25
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-08,0.0,0.0
Hey  how about you guys make a charger that lasts more than 2 fucking weeks,2021-10-09,0.0,-0.04999999999999999
   That coffees not even fair trade,2021-10-09,-0.2411,0.7
 emojis en mac pleaaaase ,2021-10-09,0.0,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-10,0.0,0.0
Apple CEO Tim Cook comes out as gay  Via Net,2021-10-10,0.0,0.20833333333333334
got some stuff  store amp  for men FashionShowMakl,2021-10-10,0.0,0.0
Final AAPL PutCallRatios for Friday December 5 2014,2021-10-10,0.0,0.0
 Hey  how about you guys make a charger that lasts more than 2 fucking weeks,2021-10-11,0.0,-0.04999999999999999
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-10-11,0.7184,0.75
" hey  why is my phone dying when its on the charger 
ur stuff sucks",2021-10-11,-0.3612,-0.3
Man the  app on  TV is some hot garbage,2021-10-11,0.0,0.25
Had a job interviewNo idea how to be  specialist in students need teachers Its a humanrights issue ,2021-10-12,0.0,0.0
Just trying to buy a charger at  protest nyc wecantbreathe 5thave  Apple Store Fifth Avenue,2021-10-12,-0.25,0.0
If you have an iPad 2 DONT update it to iOS8 its buggy and slow apple ,2021-10-12,0.0,-0.30000000000000004
Id appreciate a 3way FaceTime feature ,2021-10-13,0.4019,0.0
 fix your ios8 garbage software mix in an update ASAP,2021-10-13,0.0,0.0
WHAT THE HELL ,2021-10-13,-0.6808,0.0
Cyndi Lauper and Cinna my big ask phone on TV  iphone6plus  Rockefeller Center,2021-10-13,0.0,-0.05
UBS Increases  Apples iPhone6 Sales Revenue And EPS Friday 5 December,2021-10-14,0.0,0.0
CGK had laptop prob today    Local  useless Tech support useless 1 hr at Genius Bar useless  Buy a PC next time,2021-10-14,-0.6908,-0.3
   Thank You Good Coverage W NoFear,2021-10-14,0.6597,0.7
    Thank You Good Coverage W NoFear,2021-10-15,0.6597,0.7
 ThanX Big  ThanX goes 2  amp Z on the ground Ferguson2NYC BlackLivesMatter ICantBreathe,2021-10-15,0.0,0.0
   Z Have NoFear,2021-10-15,0.0,0.0
AAPLApple Loop iPhone 6S Rumors The Myth Of Steve Jobs Garage iPhone 6httptcoGwQ3JqikZd,2021-10-15,0.0,0.0
the silicone on my case is peeling wtf ,2021-10-16,-0.5859,-0.5
We need more products like  Companies like  amp  need to embrace the customization of quality themes,2021-10-16,0.7635,0.5
Yall petty as hell ,2021-10-16,-0.7506,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-17,0.0,0.0
 What a nice piece of crap youve created Great job Pay more get less crapple fail,2021-10-17,0.3976,0.07222222222222224
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-17,0.0,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-17,0.0,0.0
  Slab Pie sounds amazing Do you have a link,2021-10-18,0.5859,0.6000000000000001
fuck u ,2021-10-18,-0.5423,-0.4
cook  iosissues   More issues Now safari I want jobs quality control back,2021-10-18,0.0772,0.25
Since when did  stop replacing iPhone units due to defect Just because I have some scratches on my phone doesnt mean I dropped it,2021-10-19,-0.5574,-0.21875
  on hold 45 minutes 2 update credit 4 2 yr old to watch sleeping Beauty,2021-10-19,0.7506,0.1
 on hold 56 min,2021-10-19,0.0,0.0
   at last it is good to see competition heating up great for consumers,2021-10-19,0.7906,0.5
Trade AAPL FREE Nightly Updates are posted here on Twitter or you can visit the Trade AAPL FREE website here,2021-10-20,0.8429,0.4
My phone is plugged in and losing battery Thanks ,2021-10-20,0.0772,0.2
cook someone anyone 2 help ,2021-10-20,0.4019,0.0
 OMG THIS WOULD ACTUALLY BE A RLLY CUTE EMOJI ,2021-10-21,0.4588,0.25
Hitting below the belt  deleted rivals music from iPods court hears musicnews,2021-10-21,0.0,0.0
   ugh Im no longer a dev remember I now wear a suit Oh wait I dont like suits  Yeh Ill probly do it,2021-10-21,-0.8364,-0.5
Ha ha  just reported that the lie in at  was more organized then the normal big crowds that theyre use to ShutItDown,2021-10-21,0.5859,0.21666666666666667
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-22,0.0,0.0
Apple Inc To Expand Retail In India AAPL,2021-10-22,0.3182,0.0
i went from  to  overnight whathappened,2021-10-22,0.0,0.0
 DUCK OFF,2021-10-22,0.0,0.0
HOW TF DO U EVEN GET LASAGNA AND LARYNGITIS MIXED UP WTF ,2021-10-23,-0.5859,-0.25
   yooo fam its been 48 hours wheres my email back I need that  album when it drops,2021-10-23,0.0,0.0
 BS that USpurchased iPhone 5 not covered by battery replacement program httpstcoLUWqKtRW1g in India Arbitrary unfair Fix,2021-10-23,-0.4767,-0.3
Even the  NYC flagship store wasnt spared a visit from the EricGarner protests ,2021-10-24,-0.128,0.0
Protestors taking over an  store  Really  Cant find a government office or something that will make change,2021-10-24,0.0,0.2
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-24,0.0,0.0
 Even the  NYC flagship store wasnt spared a visit from the EricGarner protests ,2021-10-24,-0.128,0.0
 Even the  NYC flagship store wasnt spared a visit from the EricGarner protests ,2021-10-25,-0.128,0.0
Hi  please kill iTunes with fire and start over,2021-10-25,-0.7003,0.0
 what is my iPhone not know the difference between too two amp to,2021-10-25,0.0,0.0
MY LAPTOP WONT FUCJING TURN ON OR CHARGE I DIDNG PAY 10000000000 FOR THIS ,2021-10-26,-0.2808,0.0
AFP requests to Apple reveal get a warrant pushback   are tax evaders ripping off Aussies,2021-10-26,0.0,0.0
 YH News Apples antitrust lawsuit may not have any plaintiffs The lawyer suing Apple for antitrust may,2021-10-26,-0.4588,0.0
apple  Samsung back in courts,2021-10-26,0.0,0.0
YO YOU AINT SHIT ,2021-10-27,0.4449,-0.2
my calls wit amanda keep ending  fix urself,2021-10-27,0.0,0.0
 my calls wit amanda keep ending  fix urself,2021-10-27,0.0,0.0
apple to expand retail in India by opening 500 new stores,2021-10-28,0.3182,0.13636363636363635
apple to expand retail in India by opening 500 new stores,2021-10-28,0.3182,0.13636363636363635
Trade AAPL FREE Nightly Updates are posted here on Twitter or you can visit the Trade AAPL FREE website here,2021-10-28,0.8429,0.4
  my phone does it automatically for some reason Kinda dumb Thanks ,2021-10-28,-0.099,-0.0875
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-10-29,0.7184,0.75
I cant queue songs on an iPhone   FixIt,2021-10-29,0.0,0.0
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-10-29,0.7184,0.75
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-10-30,0.7184,0.75
  you know what sucks   stores have had these locks weeks before many who preordered smh,2021-10-30,-0.5859,0.1
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-10-30,0.0,0.0
  Working hard for album 4,2021-10-30,-0.1027,-0.2916666666666667
Im still mad ,2021-10-31,-0.4939,-0.625
  do you by accident have me blocked or,2021-10-31,-0.6369,0.0
Youd think safari would work well since its an apple product but no its been freezing constantly Such crap products ,2021-10-31,-0.7391,-0.4
Khloe Kardashian has a black iPhone 6 but I still dont have mine  whats going on huh picking favorites you biased fucks,2021-11-01,-0.4767,-0.16666666666666666
Real tired of my charger breaking every month ,2021-11-01,-0.4404,-0.6000000000000001
smithh Real tired of my charger breaking every month ,2021-11-01,-0.4404,-0.6000000000000001
 fix os x please,2021-11-01,0.3182,0.0
Can we have 3way calling on FaceTime calls and the ability to move between devices seamlessly   ,2021-11-02,0.3182,0.1
Thanks  Can we have 3way calling on FaceTime calls and the ability to move between devices seamlessly   ,2021-11-02,0.6369,0.15000000000000002
OVER fab photo edit app,2021-11-02,0.4588,0.0
Like once I pick up a call on my dying iPad I want to be able to switch it to my MacBook before my iPad   ,2021-11-02,0.4215,0.5
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-03,0.0,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-03,0.0,0.0
My messages arent sending tf is going on,2021-11-03,0.0,0.0
AAPLCorrupt Apple exec sentenced to 1 year in prisonhttptcouCQYyBqrgM,2021-11-04,-0.0258,0.0
Follow all developments in the AAPL DRM trial that is finally underway,2021-11-04,0.0,0.0
 apple corporate raiders selling weak products that stop working within weeksampapple gets out of warranty by claiming dampness,2021-11-04,-0.6249,-0.1875
 My messages arent sending tf is going on,2021-11-04,0.0,0.0
 I think Steve Jobs would have been proud ICantBreathe,2021-11-05,0.4767,0.8
its not even programs i use,2021-11-05,0.0,0.0
  maybe stop being a whore for once and sleep,2021-11-05,-0.7579,0.0
  clearly its a sign they doing u a favor,2021-11-06,0.6597,0.09999999999999999
my notifications are so messed up thank u ,2021-11-06,-0.0907,0.0
  it works again fucker not being a hoe if its only one person SMD,2021-11-06,-0.6486,0.0
  multiply by 100,2021-11-06,0.0,0.0
  you are very hostile tn,2021-11-07,-0.4391,0.2
Apple CEO Tim Cook comes out as gay  Via Net,2021-11-07,0.0,0.20833333333333334
   are the worlds most indemand employers ,2021-11-07,0.0,0.5
   Ok yall need to reverse my phone back to iOS 7 bc I cant do this anymore,2021-11-08,0.296,0.25
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-08,0.0,0.0
Hey   hundreds of  black white brown yellow EricGarner protestors bumrushed yo store to stage a DieIn amp nothing was stolen Xo,2021-11-08,0.3875,-0.05555555555555555
 got enough   products,2021-11-08,0.0,0.0
Frustrated after unsuccessfully trying to fix outgoing SMTP configuration lt3  but this is unacceptable YosemiteProblems apple help,2021-11-09,-0.4404,-0.7
ivey here ask my friends  ,2021-11-09,0.4767,0.0
 hey  why is this happening to my phone,2021-11-09,0.0,0.0
AAPLSteve Jobs Gives Posthumous Testimony In Apple TrialhttptcodZugalT158,2021-11-10,0.0,0.0
 Im so done with your products like what kind of a FaceTime call is this,2021-11-10,0.3612,0.6
THE WORLDS FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION,2021-11-10,-0.0516,0.25
 THE WORLDS FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION,2021-11-10,-0.0516,0.25
 THE WORLDS FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION,2021-11-11,-0.0516,0.25
  I dont think the 59 should be so close to the 00 when setting an alarm on an iPhone Many times I have fallen victim to this,2021-11-11,-0.7184,0.2125
Apple 115 fits to 84 increase in earnings Use 2014Q3 EPS142 in  free IOS App Donkey Stocks AAPL,2021-11-11,0.6808,0.4
 THE WORLDS FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION,2021-11-12,-0.0516,0.25
 Wut  can I have my money back kthx,2021-11-12,0.0,0.0
Apple 115 fits to 84 increase in earnings Use 2014Q3 EPS142 in  free IOS App Donkey Stocks AAPL,2021-11-12,0.6808,0.4
Please  replace Java for another language Follow s example innovate,2021-11-12,0.6705,0.0
   Apparently even the info if a bug is going to be fixed must be kept secretly Apple says f you to devs,2021-11-13,0.0,-0.08333333333333333
North Koreas cyber spies exposed          ,2021-11-13,-0.0772,0.0
AAPLApples iPhone 6 LeadTimes Still Longer Than Previous Modelshttptco2Bgo33v309,2021-11-13,0.0,-0.16666666666666666
If you plant an apple seed it is almost guaranteed to grow a tree of a different type of  ,2021-11-13,0.0,0.0
The company crushing  and Samsung in China is making an amazing supercheap phone,2021-11-14,0.3182,0.5
  nigga fuck yo couch lol,2021-11-14,-0.1779,0.2
 My  autocorrect changes Muslim to awesome and Im okay with that,2021-11-14,0.7184,0.75
Pretty cool  stage set at  cwb for HongKong panel talk on HKs top Instagrammers  instasavvy,2021-11-15,0.743,0.3666666666666667
The stage is set at  cwb for   nimbu  Vivien Liu instasavvy,2021-11-15,0.0,0.0
When you request custom gift wrap from   Dont do it ,2021-11-15,0.4404,0.0
Facebook CEO Mark Zuckerberg criticizes Apple AAPL aapl,2021-11-15,-0.34,0.0
Can  survive the 2014 Holiday Investors Say Yes,2021-11-16,0.6597,0.0
Apple Could Face iPhone 6 Shortages Next Year AAPL aapl,2021-11-16,-0.1531,0.0
 Can  survive the 2014 Holiday Investors Say Yes,2021-11-16,0.6597,0.0
Apple Inc Campus 2 Has 161M Auditorium 74M Fitness Center AAPL,2021-11-17,0.2732,-0.1
 can you fix your devices Some albums are not available on iTunes I download illegal and this happens,2021-11-17,-0.5574,-0.35
a split in The Valley on user data  says totally  amp  saylike whatever titianfight,2021-11-17,0.0,0.0
aapl  survive the 2014 Holiday Investors Say Yes NYC California SanFrancisco tech christmas2014,2021-11-17,0.6597,0.0
Apple Has A New Critic Mark Zuckerberg AAPL aapl,2021-11-18,-0.2732,0.13636363636363635
 Can  survive the 2014 Holiday Investors Say Yes,2021-11-18,0.6597,0.0
 Apple Loop iPhone6S Rumors Steve Jobs Garage Myth iPhone 6C Speculation Saturday 6 December,2021-11-18,0.0,0.0
Apple plans big India push with 500 stores AAPL aapl,2021-11-19,0.0,0.0
iPhone 7 Release Date With Top 10 Most Needed Features AAPL aapl,2021-11-19,0.2023,0.5
Well it seems that  did not start in a garage after all business tech,2021-11-19,0.2732,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-19,0.0,0.0
On December 11th  will be hosting Hour of Code programming workshops  via,2021-11-20,0.0,0.0
Apples iPhone 6 LeadTimes Still Longer Than Previous Models AAPL aapl,2021-11-20,0.0,-0.16666666666666666
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-20,0.0,0.0
UBS Sees More Apple iPhone Sales AAPL aapl,2021-11-21,0.0,0.5
  Steve Woz sits down with an  II computer and,2021-11-21,0.0,-0.15555555555555556
 watcha doing there with the soldering iron woz at   and the  II computer are you swapping caps,2021-11-21,0.0,0.0
"Steve Jobs defends Apple from the grave in iPod lawsuit 
AAPL aapl",2021-11-21,-0.5423,0.0
Can  sTOP making their OS installations so damn bloody difficult STOP ASKING ME TO CLEAR SPACE FROM MY HARD DISK,2021-11-22,-0.9075,-0.3729166666666667
AAPLApple Inc AAPL Is The Run OverhttptcoTv2iXZ2r92,2021-11-22,0.0,0.0
Apples Dilemma With Apple TV  AAPL aapl,2021-11-22,-0.1779,0.0
 Planning to Open 500 iStores in India httptcoHhRlHFcdUP,2021-11-23,0.0,0.0
  Planning to Open 500 iStores in India httptcoHhRlHFcdUP,2021-11-23,0.0,0.0
 Apples Dilemma With Apple TV  AAPL aapl,2021-11-23,-0.1779,0.0
Im learning all about Apple iPad mini Smart Cover  Pink MD968LLA at ,2021-11-23,0.4019,0.057142857142857134
Tax Reform What to Expect From the New Congress AAPL aapl,2021-11-24,0.0,0.13636363636363635
 Patents iPhone Drop Protection Mechanism That Changes Device Angle InåÊFreefall via  WickedSmart,2021-11-24,-0.2732,0.0
Apple pivoting iPad education strategy to regain its footing AAPL aapl,2021-11-24,0.0,0.0
Dear   Where the everlovin heck did you put the navigation arrows in the iTunes store Do you even use your own software,2021-11-24,0.3818,0.6
  do not navigate it in this way,2021-11-25,0.0,0.0
 bought a new iPhone 6 never gets reception in the same places my 4s did and battery life is worse nomoreapple,2021-11-25,-0.4767,-0.08787878787878789
Thank you to the nice lady at  in RegentsStreet for helping me grab my phone today  You are a life saver,2021-11-25,0.7579,0.6
Nigga my phone has froze 3 times today amp its not even 11 am tf ,2021-11-26,0.0,0.0
sfam Hey  the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos main page Fix this shit,2021-11-26,-0.5187,0.05694444444444445
Mark Zuckerbergs Newest Frenemy Tim Cook AAPL aapl,2021-11-26,0.0,0.0
  Im a rebel sometimes aka a Luddite  p  ,2021-11-26,-0.1531,0.0
sfam Hey  the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos main page Fix this shit,2021-11-27,-0.5187,0.05694444444444445
 When you request custom gift wrap from   Dont do it ,2021-11-27,0.4404,0.0
UBS Increases Apples iPhone 6 Sales Revenue And EPS AAPL aapl,2021-11-27,0.0,0.0
 Facebook CEO Mark Zuckerberg criticizes Apple his iPhone 6 bend LOL ,2021-11-28,0.2808,0.8
Who annoys me more ampt or    here I come for a galaxy s5,2021-11-28,-0.4215,0.5
Just got the iPhone 6 ,2021-11-28,0.0,0.0
 Studio at 45000 ft  One outlet  4 computers   we need the batteries of the future NoW,2021-11-28,0.0,0.0
Left the hoos we 100 now got 50 iPhones are dire  suck ur mum,2021-11-29,-0.7096,0.0
 Left the hoos we 100 now got 50 iPhones are dire  suck ur mum,2021-11-29,-0.7096,0.0
sfam Hey  the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos main page Fix this shit,2021-11-29,-0.5187,0.05694444444444445
  and done I should have won like 5 times alreadt whats the deal ,2021-11-30,0.7351,0.0
UBS Sees More Apple Inc AAPL iPhone Sales AAPL,2021-11-30,0.0,0.5
AAPLApple Loop iPhone 6S Rumors Steve Jobs Garage Myth iPhone 6C SpecuhttptcoGwQ3JqikZd,2021-11-30,0.0,0.0
sfam Hey  the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos main page Fix this shit,2021-11-30,-0.5187,0.05694444444444445
I was having wireless drop off connections issues net interruptus with my macbook pro Upgraded to Yosemite Problems disappeared ,2021-12-01,-0.6908,0.0
 why is flag next to delete in email Wouldnt it make more sense next to Mark as unread on the other side accidentally deleting,2021-12-01,-0.34,0.095
 USE THIS 4 UR NEXT AD funconvo,2021-12-01,0.0,0.0
Major crisis avoided  You guys were able to restore my daughters  iPhone Great service thanks 5starservice,2021-12-02,0.2798,0.390625
Different is Normal  FrankCaliendo IanSomerhalder RyanDorsey DanBilzerian AAPL,2021-12-02,0.0,0.075
Apples PT raised by Barclays to 14000 overweight rating AAPL AAPL via ,2021-12-02,-0.3612,0.0
